#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	stats
#open	2021-09-08-01-02-11
#fields	ts	peer	mem	pkts_proc	bytes_recv	pkts_dropped	pkts_link	pkt_lag	events_proc	events_queued	active_tcp_conns	active_udp_conns	active_icmp_conns	tcp_conns	udp_conns	icmp_conns	timers	active_timers	files	active_files	dns_requests	active_dns_requests	reassem_tcp_size	reassem_file_size	reassem_frag_size	reassem_unknown_size
#types	time	string	count	count	count	count	count	interval	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count
1631062931.510523	zeek	240	0	0	0	0	0.007684	1306	1307	0	0	0	0	0	0	1608	5262	0	0	0	7	0	0	0	0
1631063231.511424	zeek	240	0	0	0	0	0.007964	984	980	0	0	0	0	0	0	1599	4591	0	0	0	7	0	0	0	0
1631063531.512058	zeek	240	0	0	0	0	0.007488	1427	1430	0	0	0	0	0	0	1593	3464	0	0	0	7	0	0	0	0
1631063831.512407	zeek	240	0	0	0	0	0.007448	716	714	0	0	0	0	0	0	1597	3057	0	0	0	7	0	0	0	0
1631064131.512571	zeek	240	0	0	0	0	0.005278	787	788	0	0	0	0	0	0	1594	2574	0	0	0	7	0	0	0	0
1631064431.512803	zeek	240	0	0	0	0	0.006624	1086	1087	0	0	0	0	0	0	1595	1792	0	0	0	7	0	0	0	0
1631064731.512803	zeek	240	18664	11443391	0	18664	0.000730	20249	20249	98	38	0	299	233	0	5368	2021	247	0	1	8	0	0	0	0
1631065031.512812	zeek	240	58077	42310489	0	58078	0.001688	32379	32376	66	30	0	431	387	8	8260	1758	456	0	0	8	1499	0	0	0
1631065331.512814	zeek	240	101972	75880406	0	101971	0.001803	62943	62945	47	31	0	845	710	0	13489	3546	942	0	0	8	0	0	0	0
1631065631.512817	zeek	240	29575	19518100	0	29575	0.002320	23845	23846	5	0	0	330	306	0	6429	3624	306	0	0	8	238	0	0	0
1631065931.512819	zeek	240	61	19015	0	61	0.002091	477	476	2	0	0	4	0	0	1705	3625	4	0	0	8	0	0	0	0
1631066231.512822	zeek	240	46	10702	0	46	0.002152	457	455	1	0	0	2	0	0	1685	3627	4	0	0	8	0	0	0	0
#close	2021-09-08-02-00-00
