#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	stats
#open	2021-09-08-02-15-42
#fields	ts	peer	mem	pkts_proc	bytes_recv	pkts_dropped	pkts_link	pkt_lag	events_proc	events_queued	active_tcp_conns	active_udp_conns	active_icmp_conns	tcp_conns	udp_conns	icmp_conns	timers	active_timers	files	active_files	dns_requests	active_dns_requests	reassem_tcp_size	reassem_file_size	reassem_frag_size	reassem_unknown_size
#types	time	string	count	count	count	count	count	interval	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count
1631067342.671754	zeek	222	0	0	0	0	0.000533	473	13	0	0	0	0	0	0	52	41	0	0	0	0	0	0	0	0
1631067642.672100	zeek	233	47056	33152894	0	47056	0.002049	33370	33365	17	23	0	470	361	0	8622	1018	465	0	5	0	2690	0	0	0
1631067942.672333	zeek	233	64767	40854392	0	64769	0.001384	56118	56119	97	34	0	814	422	0	12172	2683	869	0	0	0	5491	0	0	0
1631068242.672659	zeek	233	42548	31089287	0	42546	0.001460	23792	23792	83	21	0	360	304	0	7270	3088	246	0	0	0	1404	0	0	0
1631068542.672740	zeek	233	35308	22541239	0	35308	0.000853	32195	32198	79	22	0	451	366	6	7970	4009	462	0	0	0	5321	0	0	0
1631068842.672966	zeek	234	56877	39124056	0	56877	0.002410	36237	36234	20	30	0	567	445	0	9372	4903	406	0	0	0	0	0	0	0
1631069142.672972	zeek	234	24251	15438575	0	24251	0.002230	21570	21571	14	5	0	311	298	0	6310	5385	240	0	0	0	1404	0	0	0
1631069442.673377	zeek	234	52650	36839141	0	52650	0.002081	31862	31860	23	15	0	477	411	0	7842	6307	375	0	0	0	374	0	0	0
1631069742.673613	zeek	239	42607	23384930	0	42607	0.002259	53926	53928	19	20	0	760	420	0	11836	7523	841	0	0	0	4563	0	0	0
#close	2021-09-08-03-00-00
