#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	stats
#open	2021-09-08-03-00-43
#fields	ts	peer	mem	pkts_proc	bytes_recv	pkts_dropped	pkts_link	pkt_lag	events_proc	events_queued	active_tcp_conns	active_udp_conns	active_icmp_conns	tcp_conns	udp_conns	icmp_conns	timers	active_timers	files	active_files	dns_requests	active_dns_requests	reassem_tcp_size	reassem_file_size	reassem_frag_size	reassem_unknown_size
#types	time	string	count	count	count	count	count	interval	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count
1631070042.673874	zeek	239	30292	21963752	0	30292	0.001668	19467	19465	32	34	0	291	309	0	5886	8087	189	0	0	0	0	0	0	0
1631070342.673988	zeek	239	29126	19080633	0	29134	0.001461	25744	25744	26	41	0	354	361	0	6342	9002	328	0	2	0	224535	0	0	0
1631070642.674272	zeek	239	33622	22320020	0	33614	0.001585	29193	29193	40	28	0	396	347	0	6976	9548	452	0	0	0	0	0	0	0
1631070942.674380	zeek	239	28833	16811864	0	28833	0.001100	29785	29785	29	16	0	447	297	0	7951	10273	392	0	0	0	0	0	0	0
1631071242.674920	zeek	239	23249	11195750	0	23249	0.003257	40330	40334	11	21	0	502	386	0	8733	10341	656	0	0	0	1649	0	0	0
1631071542.674923	zeek	239	31012	19525651	0	31012	0.002999	35696	35695	27	14	0	476	408	0	7632	10123	471	0	0	0	2809	0	0	0
1631071842.675221	zeek	239	25068	16564722	0	25068	0.001287	32741	32739	87	113	0	421	447	0	7470	10662	445	0	0	0	0	0	0	0
1631072142.675664	zeek	239	18833	10173342	0	18833	0.004300	23853	23855	28	9	0	311	329	7	7734	9946	315	0	0	0	26144	0	0	0
1631072442.675925	zeek	239	23310	12058508	0	23310	0.003345	36193	36190	29	49	0	473	456	0	9187	10158	488	0	0	0	0	0	0	0
1631072742.676023	zeek	239	49578	33413711	0	49582	0.001243	40985	40988	83	27	0	565	492	0	9364	10818	555	0	0	0	1287	0	0	0
1631073042.676305	zeek	239	58450	41321852	0	58446	0.003071	44113	44114	42	43	0	605	416	0	9635	10851	644	0	0	0	22623	0	0	0
#close	2021-09-08-03-53-19
